ProblemID,TAG
1846C,sortings 
1846B,brute force
1846B,implementation
1846B,strings 
1846A,implementation
1846A,math 
1845F,dp
1845F,fft
1845F,math
1845F,number theory 
1845E,dp
1845E,implementation
1845E,math 
1845D,binary search
1845D,brute force
1845D,data structures
1845D,dp
1845D,dsu
1845D,greedy
1845D,math
1845D,two pointers 
1845C,binary search
1845C,dp
1845C,greedy
1845C,strings 
1845B,geometry
1845B,implementation
1845B,math 
1845A,constructive algorithms
1845A,implementation
1845A,math
1845A,number theory 
1844H,combinatorics
1844H,data structures
1844H,dp
1844H,dsu
1844H,math 
1844G,bitmasks
1844G,constructive algorithms
1844G,data structures
1844G,dfs and similar
1844G,implementation
1844G,math
1844G,matrices
1844G,number theory
1844G,trees 
1844F2,binary search
1844F2,constructive algorithms
1844F2,data structures
1844F2,greedy
1844F2,math
1844F2,sortings 
1844F1,brute force
1844F1,constructive algorithms
1844F1,greedy
1844F1,math 
1844E,2-sat
1844E,constructive algorithms
1844E,dfs and similar
1844E,dsu
1844E,graphs 
1844D,constructive algorithms
1844D,greedy
1844D,math
1844D,number theory
1844D,strings 
1844C,dp
1844C,greedy
1844C,implementation
1844C,math 
1844B,constructive algorithms
1844B,math 
1844A,constructive algorithms
1844A,games 
1843F2,data structures
1843F2,dfs and similar
1843F2,divide and conquer
1843F2,dp
1843F2,math
1843F2,trees 
1843F1,data structures
1843F1,dfs and similar
1843F1,dp
1843F1,graphs
1843F1,greedy
1843F1,math
1843F1,trees 
1843E,binary search
1843E,brute force
1843E,data structures
1843E,two pointers 
1843D,combinatorics
1843D,dfs and similar
1843D,dp
1843D,math
1843D,trees 
1843C,bitmasks
1843C,combinatorics
1843C,math
1843C,trees 
1843B,greedy
1843B,math
1843B,two pointers 
1843A,greedy
1843A,sortings
1843A,two pointers 
1842I,divide and conquer
1842I,dp
1842I,greedy 
1842H,bitmasks
1842H,dp
1842H,graphs
1842H,math
1842H,probabilities 
1842G,combinatorics
1842G,dp
1842G,math
1842G,probabilities 
1842F,dfs and similar
1842F,greedy
1842F,shortest paths
1842F,sortings
1842F,trees 
1842E,data structures
1842E,dp
1842E,geometry
1842E,greedy
1842E,math 
1842D,constructive algorithms
1842D,graphs
1842D,greedy 
1842C,dp 
1842B,bitmasks
1842B,greedy
1842B,math 
1842A,games
1842A,math 
1841F,geometry
1841F,sortings
1841F,two pointers 
1841E,data structures
1841E,greedy
1841E,math 
1841D,data structures
1841D,greedy
1841D,sortings
1841D,two pointers 
1841C,brute force
1841C,dp
1841C,greedy
1841C,math
1841C,strings 
1841B,implementation 
1841A,constructive algorithms
1841A,games 
1840G2,constructive algorithms
1840G2,interactive
1840G2,math
1840G2,meet-in-the-middle
1840G2,probabilities 
1840G1,constructive algorithms
1840G1,interactive
1840G1,math
1840G1,meet-in-the-middle
1840G1,probabilities 
1840F,brute force
1840F,dfs and similar
1840F,dp
1840F,graphs 
1840E,data structures
1840E,hashing
1840E,implementation 
1840D,binary search
1840D,greedy
1840D,sortings 
1840C,combinatorics
1840C,math
1840C,two pointers 
1840B,bitmasks
1840B,combinatorics
1840B,math 
1840A,implementation
1840A,strings
1840A,two pointers 
1839E,constructive algorithms
1839E,dfs and similar
1839E,dp
1839E,greedy
1839E,interactive 
1839D,data structures
1839D,dp
1839D,sortings 
1839C,constructive algorithms 
1839B,greedy
1839B,sortings 
1839A,greedy
1839A,implementation
1839A,math 
1838F,binary search
1838F,constructive algorithms
1838F,interactive 
1838E,combinatorics
1838E,dp
1838E,math 
1838D,data structures
1838D,greedy
1838D,strings 
1838C,constructive algorithms
1838C,math
1838C,number theory 
1838B,constructive algorithms
1838B,math 
1838A,constructive algorithms
1838A,math 
1837F,binary search
1837F,data structures
1837F,greedy
1837F,implementation 
1837E,combinatorics
1837E,trees 
1837D,constructive algorithms
1837D,greedy 
1837C,constructive algorithms
1837C,greedy 
1837B,greedy 
1837A,constructive algorithms
1837A,math 
1836B,greedy
1836B,math 
1836A,implementation
1836A,sortings 
1835F,bitmasks
1835F,dfs and similar
1835F,graph matchings
1835F,graphs
1835F,implementation 
1835E,combinatorics
1835E,dp
1835E,probabilities 
1835D,dfs and similar
1835D,graphs
1835D,math
1835D,number theory 
1835C,bitmasks
1835C,brute force
1835C,constructive algorithms
1835C,math
1835C,probabilities 
1835B,binary search
1835B,brute force
1835B,greedy
1835B,math
1835B,two pointers 
1835A,brute force
1835A,implementation
1835A,math 
1834F,brute force
1834F,math 
1834E,binary search
1834E,data structures
1834E,implementation
1834E,math
1834E,number theory 
1834D,brute force
1834D,data structures
1834D,greedy
1834D,implementation
1834D,sortings 
1834C,games
1834C,greedy
1834C,math
1834C,strings 
1834B,greedy
1834B,math 
1834A,greedy
1834A,math 
1833G,constructive algorithms
1833G,dfs and similar
1833G,dp
1833G,dsu
1833G,greedy
1833G,implementation
1833G,trees 
1833F,combinatorics
1833F,constructive algorithms
1833F,data structures
1833F,implementation
1833F,math
1833F,sortings
1833F,two pointers 
1833E,dfs and similar
1833E,dsu
1833E,graphs
1833E,shortest paths 
1833D,brute force
1833D,constructive algorithms
1833D,greedy 
1833C,greedy
1833C,math 
1833B,greedy
1833B,sortings 
1833A,implementation
1833A,strings 
1832F,binary search
1832F,dp 
1832E,brute force
1832E,combinatorics
1832E,dp 
1832D2,binary search
1832D2,constructive algorithms
1832D2,greedy
1832D2,implementation
1832D2,math 
1832D1,binary search
1832D1,greedy
1832D1,implementation
1832D1,math 
1832C,greedy
1832C,implementation 
1832B,brute force
1832B,sortings
1832B,two pointers 
1832A,strings 
1831B,constructive algorithms
1831B,greedy 
1831A,constructive algorithms 
1830F,data structures
1830F,dp 
1830E,data structures
1830E,math 
1830D,brute force
1830D,dp
1830D,trees 
1830C,combinatorics
1830C,greedy
1830C,hashing
1830C,math
1830C,number theory
1830C,sortings 
1830B,brute force
1830B,math 
1830A,dfs and similar
1830A,dp
1830A,graphs
1830A,trees 
1829H,bitmasks
1829H,combinatorics
1829H,dp
1829H,math 
1829G,data structures
1829G,dp
1829G,implementation
1829G,math 
1829F,dfs and similar
1829F,graphs
1829F,math 
1829E,dfs and similar
1829E,dsu
1829E,graphs
1829E,implementation 
1829D,brute force
1829D,dfs and similar
1829D,dp
1829D,implementation 
1829C,bitmasks
1829C,greedy
1829C,implementation 
1829B,implementation 
1829A,implementation
1829A,strings 
1828B,math
1828B,number theory 
1828A,constructive algorithms
1828A,math 
1827F,constructive algorithms
1827F,data structures
1827F,greedy 
1827E,binary search
1827E,constructive algorithms
1827E,dfs and similar
1827E,greedy
1827E,trees 
1827D,data structures
1827D,dfs and similar
1827D,greedy
1827D,trees 
1827C,binary search
1827C,brute force
1827C,data structures
1827C,dp
1827C,hashing
1827C,strings 
1827B2,binary search
1827B2,data structures
1827B2,dp
1827B2,greedy 
1827B1,binary search
1827B1,dp
1827B1,dsu
1827B1,greedy
1827B1,trees
1827B1,two pointers 
1827A,combinatorics
1827A,math
1827A,sortings
1827A,two pointers 
1826F,geometry
1826F,interactive
1826F,math
1826F,probabilities 
1826E,bitmasks
1826E,brute force
1826E,data structures
1826E,dp
1826E,graphs
1826E,implementation
1826E,sortings 
1826D,brute force
1826D,dp
1826D,greedy 
1826C,greedy
1826C,math
1826C,number theory 
1826B,math
1826B,number theory 
1826A,brute force
1826A,greedy
1826A,implementation
1826A,sortings 
1825B,greedy
1825B,math 
1825A,greedy
1825A,strings 
1824E,data structures
1824E,trees 
1824D,data structures 
1824C,data structures
1824C,dfs and similar
1824C,dp
1824C,dsu
1824C,greedy
1824C,trees 
1824B2,combinatorics
1824B2,dfs and similar
1824B2,math
1824B2,probabilities
1824B2,trees 
1824B1,combinatorics
1824B1,math
1824B1,probabilities
1824B1,trees 
1824A,greedy
1824A,implementation 
1823F,dp
1823F,graphs
1823F,math
1823F,probabilities
1823F,trees 
1823E,brute force
1823E,dp
1823E,games
1823E,graphs
1823E,math 
1823D,constructive algorithms
1823D,math
1823D,strings 
1823C,greedy
1823C,math
1823C,number theory 
1823B,brute force
1823B,math
1823B,sortings 
1823A,combinatorics
1823A,constructive algorithms
1823A,math 
1822G2,brute force
1822G2,data structures
1822G2,math
1822G2,number theory 
1822G1,brute force
1822G1,data structures
1822G1,math
1822G1,number theory 
1822F,brute force
1822F,dfs and similar
1822F,dp
1822F,graphs
1822F,trees 
1822E,greedy
1822E,math
1822E,strings 
1822D,constructive algorithms
1822D,math 
1822C,math 
1822B,greedy
1822B,math
1822B,sortings 
1822A,brute force
1822A,implementation 
1821F,combinatorics
1821F,dp
1821F,fft
1821F,math 
1821E,brute force
1821E,dp
1821E,greedy
1821E,sortings
1821E,strings 
1821D,binary search
1821D,brute force
1821D,greedy
1821D,math 
1821C,brute force
1821C,implementation
1821C,math
1821C,strings 
1821B,brute force
1821B,greedy 
1821A,combinatorics
1821A,math 
1820B,math
1820B,strings
1820B,two pointers 
1820A,implementation
1820A,strings 
1819F,data structures
1819F,dp 
1819E,interactive
1819E,math
1819E,probabilities
1819E,trees 
1819D,brute force
1819D,data structures
1819D,dp
1819D,two pointers 
1819C,constructive algorithms
1819C,dp
1819C,implementation
1819C,math
1819C,trees 
1819B,geometry
1819B,greedy
1819B,implementation
1819B,sortings
1819B,two pointers 
1819A,brute force
1819A,greedy 
1818B,constructive algorithms 
1818A,greedy
1818A,implementation 
1817F,string suffix structures
1817F,strings 
1817E,brute force
1817E,divide and conquer
1817E,greedy 
1817D,constructive algorithms
1817D,games
1817D,implementation 
1817C,combinatorics
1817C,math 
1817B,brute force
1817B,constructive algorithms
1817B,dfs and similar
1817B,graphs 
1817A,binary search
1817A,data structures
1817A,greedy 
1816B,constructive algorithms
1816B,greedy 
1816A,constructive algorithms
1816A,geometry
1816A,number theory 
1815F,constructive algorithms
1815F,graphs
1815F,math 
1815E,dp
1815E,math
1815E,number theory
1815E,strings 
1815D,bitmasks
1815D,combinatorics
1815D,dp
1815D,math 
1815C,constructive algorithms
1815C,dfs and similar
1815C,graphs
1815C,greedy 
1815B,brute force
1815B,constructive algorithms
1815B,graphs
1815B,implementation
1815B,interactive
1815B,shortest paths
1815B,trees 
1815A,greedy
1815A,math 
1814F,brute force
1814F,divide and conquer
1814F,dsu 
1814E,data structures
1814E,dp
1814E,matrices 
1814D,binary search
1814D,brute force
1814D,data structures
1814D,math
1814D,two pointers 
1814C,constructive algorithms
1814C,greedy
1814C,sortings 
1814B,brute force
1814B,math 
1814A,implementation
1814A,math 
1812J,*special problem
1812J,constructive algorithms
1812J,strings 
1812I,*special problem 
1812H,*special problem
1812H,interactive 
1812G,*special problem
1812G,implementation 
1812F,*special problem
1812F,number theory 
1812E,*special problem
1812E,*special problem
1812E,constructive algorithms
1812E,geometry
1812E,math 
1812D,*special problem
1812D,constructive algorithms
1812D,math
1812D,number theory 
1812C,*special problem 
1812B,*special problem
1812B,*special problem
1812B,*special problem
1812B,brute force
1812B,implementation 
1812A,*special problem
1812A,*special problem
1812A,*special problem
1812A,expression parsing
1812A,strings 
1811G2,binary search
1811G2,combinatorics
1811G2,data structures
1811G2,dp
1811G2,math
1811G2,two pointers 
1811G1,combinatorics
1811G1,dp
1811G1,math 
1811F,dfs and similar
1811F,graphs
1811F,implementation 
1811E,binary search
1811E,dp
1811E,math
1811E,number theory 
1811D,constructive algorithms
1811D,implementation
1811D,math 
1811C,constructive algorithms
1811C,greedy 
1811B,implementation
1811B,math 
1811A,greedy
1811A,math
1811A,strings 
1810H,combinatorics
1810H,math 
1810G,dp 
1810F,data structures
1810F,math
1810F,sortings
1810F,trees 
1810E,brute force
1810E,data structures
1810E,dfs and similar
1810E,dsu
1810E,graphs
1810E,greedy 
1810D,binary search
1810D,math 
1810C,brute force
1810C,greedy
1810C,sortings 
1810B,constructive algorithms
1810B,math
1810B,number theory 
1810A,brute force
1810A,greedy 
1809G,combinatorics
1809G,dp
1809G,math 
1809F,binary search
1809F,data structures
1809F,graphs
1809F,greedy
1809F,implementation 
1809E,binary search
1809E,dp
1809E,implementation
1809E,math 
1809D,constructive algorithms
1809D,greedy 
1809C,constructive algorithms
1809C,greedy
1809C,math 
1809B,binary search
1809B,greedy
1809B,math 
1809A,implementation 
1.81E+06,brute force
1.81E+06,combinatorics
1.81E+06,dp
1.81E+06,math 
1.81E+05,combinatorics
1.81E+05,divide and conquer
1.81E+05,dp
1.81E+05,matrices 
1.81E+04,combinatorics
1.81E+04,divide and conquer
1.81E+04,dp 
1808D,binary search
1808D,brute force
1808D,data structures
1808D,two pointers 
1808C,brute force
1808C,dp
1808C,greedy
1808C,implementation 
1808B,math
1808B,sortings 
1808A,brute force
1808A,implementation 
1807G2,bitmasks
1807G2,dp
1807G2,greedy
1807G2,implementation
1807G2,sortings 
1807G1,brute force
1807G1,data structures
1807G1,dp
1807G1,greedy
1807G1,implementation
1807G1,sortings 
1807F,brute force
1807F,dfs and similar
1807F,implementation 
1807E,binary search
1807E,implementation
1807E,interactive 
1807D,data structures
1807D,implementation 
1807C,greedy
1807C,implementation
1807C,strings 
1807B,greedy 
1807A,implementation 
1806F2,greedy
1806F2,math
1806F2,sortings 
1806F1,greedy
1806F1,math
1806F1,number theory
1806F1,sortings 
1806E,brute force
1806E,data structures
1806E,dfs and similar
1806E,trees 
1806D,combinatorics
1806D,dp
1806D,dsu
1806D,math 
1806C,brute force
1806C,constructive algorithms
1806C,math 
1806B,constructive algorithms
1806B,greedy 
1806A,geometry
1806A,greedy
1806A,math 
1805F2,greedy
1805F2,math
1805F2,sortings
1805F2,two pointers 
1805F1,binary search
1805F1,brute force
1805F1,implementation
1805F1,math
1805F1,sortings 
1805E,brute force
1805E,data structures
1805E,dfs and similar
1805E,dp
1805E,trees
1805E,two pointers 
1805D,dfs and similar
1805D,dp
1805D,graphs
1805D,greedy
1805D,trees 
1805C,binary search
1805C,data structures
1805C,geometry
1805C,math 
1805B,greedy
1805B,strings 
1805A,bitmasks
1805A,brute force 
1804H,bitmasks
1804H,dp 
1804G,data structures
1804G,dsu
1804G,implementation 
1804F,binary search
1804F,divide and conquer
1804F,graphs
1804F,shortest paths 
1804E,bitmasks
1804E,brute force
1804E,dfs and similar
1804E,dp
1804E,graphs 
1804D,brute force
1804D,dp
1804D,greedy
1804D,implementation 
1804C,brute force
1804C,greedy
1804C,math
1804C,number theory 
1804B,greedy
1804B,implementation 
1804A,greedy
1804A,math 
1802B,greedy
1802B,implementation
1802B,math 
1802A,greedy
1802A,implementation 
1801G,data structures
1801G,string suffix structures
1801G,strings 
1801F,dp
1801F,math
1801F,meet-in-the-middle
1801F,number theory 
1801E,data structures
1801E,divide and conquer
1801E,dsu
1801E,hashing
1801E,trees 
1801D,binary search
1801D,data structures
1801D,dp
1801D,graphs
1801D,greedy
1801D,shortest paths
1801D,sortings 
1801C,binary search
1801C,data structures
1801C,dp
1801C,greedy
1801C,sortings 
1801B,data structures
1801B,greedy
1801B,sortings 
1801A,bitmasks
1801A,constructive algorithms 
1800G,dfs and similar
1800G,hashing
1800G,implementation
1800G,trees 
1800F,bitmasks
1800F,hashing
1800F,meet-in-the-middle
1800F,strings 
1.80E+05,brute force
1.80E+05,constructive algorithms
1.80E+05,dfs and similar
1.80E+05,dsu
1.80E+05,graphs
1.80E+05,greedy
1.80E+05,strings 
1.80E+04,brute force
1.80E+04,constructive algorithms
1.80E+04,dsu
1.80E+04,graphs
1.80E+04,greedy
1.80E+04,strings 
1800D,data structures
1800D,greedy
1800D,hashing
1800D,strings 
1800C2,data structures
1800C2,greedy 
1800C1,data structures
1800C1,greedy 
1800B,greedy
1800B,strings 
1800A,implementation
1800A,strings 
1799H,bitmasks
1799H,dfs and similar
1799H,dp 
1799G,combinatorics
1799G,dp
1799G,math 
1799F,binary search
1799F,brute force
1799F,dp
1799F,greedy
1799F,sortings 
1799E,constructive algorithms
1799E,dfs and similar
1799E,dsu
1799E,geometry
1799E,greedy
1799E,implementation
1799E,math 
1799D2,data structures
1799D2,dp 
1799D1,dp 
1799C,greedy
1799C,strings 
1799B,brute force
1799B,constructive algorithms
1799B,greedy
1799B,math 
1799A,data structures
1799A,greedy
1799A,implementation
1799A,math 
1798F,dp
1798F,math
1798F,number theory 
1798E,brute force
1798E,dp 
1798D,constructive algorithms
1798D,greedy
1798D,math 
1798C,greedy
1798C,math
1798C,number theory 
1798B,brute force
1798B,data structures
1798B,greedy
1798B,implementation 
1798A,greedy
1798A,implementation
1798A,sortings 
1797F,data structures
1797F,dfs and similar
1797F,divide and conquer
1797F,dsu
1797F,trees 
1797E,brute force
1797E,data structures
1797E,dsu
1797E,math
1797E,number theory
1797E,two pointers 
1797D,brute force
1797D,data structures
1797D,dfs and similar
1797D,dp
1797D,implementation
1797D,trees 
1797C,constructive algorithms
1797C,greedy
1797C,interactive 
1797B,constructive algorithms
1797B,greedy 
1797A,constructive algorithms
1797A,flows
1797A,graphs
1797A,greedy
1797A,implementation 
1796F,brute force
1796F,math
1796F,number theory 
1796E,dfs and similar
1796E,dp
1796E,games
1796E,greedy
1796E,trees 
1796D,data structures
1796D,dp
1796D,greedy
1796D,two pointers 
1796C,binary search
1796C,math 
1796B,implementation
1796B,strings 
1796A,brute force
1796A,implementation
1796A,strings 
1795G,bitmasks
1795G,dfs and similar
1795G,graphs 
1795F,binary search
1795F,constructive algorithms
1795F,dfs and similar
1795F,greedy
1795F,trees 
1795E,binary search
1795E,data structures
1795E,dp
1795E,greedy
1795E,math 
1795D,combinatorics
1795D,math 
1795C,binary search
1795C,data structures
1795C,implementation 
1795B,brute force
1795B,geometry
1795B,greedy 
1795A,brute force
1795A,implementation
1795A,strings 
1794E,data structures
1794E,dp
1794E,greedy
1794E,hashing
1794E,implementation
1794E,trees 
1794D,combinatorics
1794D,divide and conquer
1794D,dp
1794D,math
1794D,number theory 
1794C,binary search
1794C,greedy
1794C,math
1794C,two pointers 
1794B,constructive algorithms
1794B,greedy
1794B,math 
1794A,strings 
1793F,brute force
1793F,data structures
1793F,divide and conquer
1793F,implementation 
1793E,binary search
1793E,data structures
1793E,dp
1793E,greedy
1793E,sortings
1793E,two pointers 
1793D,binary search
1793D,dp
1793D,greedy
1793D,implementation
1793D,math
1793D,two pointers 
1793C,constructive algorithms
1793C,data structures
1793C,two pointers 
1793B,constructive algorithms
1793B,math 
1793A,greedy
1793A,math 
1792F2,brute force
1792F2,combinatorics
1792F2,divide and conquer
1792F2,dp
1792F2,fft
1792F2,graphs 
1792F1,combinatorics
1792F1,dp
1792F1,graphs 
1792E,brute force
1792E,dfs and similar
1792E,dp
1792E,number theory 
1792D,binary search
1792D,bitmasks
1792D,data structures
1792D,hashing
1792D,math
1792D,sortings 
1792C,binary search
1792C,brute force
1792C,greedy
1792C,math
1792C,two pointers 
1792B,greedy
1792B,math 
1792A,greedy
1792A,sortings 
1791G2,binary search
1791G2,greedy
1791G2,sortings 
1791G1,greedy
1791G1,sortings 
1791F,binary search
1791F,brute force
1791F,data structures 
1791E,dp
1791E,greedy
1791E,sortings 
1791D,brute force
1791D,greedy
1791D,strings 
1791C,implementation
1791C,two pointers 
1791B,geometry
1791B,implementation 
1791A,implementation
1791A,strings 
1790G,constructive algorithms
1790G,dfs and similar
1790G,graphs
1790G,shortest paths 
1790F,brute force
1790F,dfs and similar
1790F,divide and conquer
1790F,graphs
1790F,greedy
1790F,math
1790F,shortest paths
1790F,trees 
1790E,bitmasks
1790E,constructive algorithms 
1790D,data structures
1790D,greedy
1790D,sortings 
1790C,brute force
1790C,implementation
1790C,math 
1790B,greedy
1790B,greedy
1790B,math 
1790A,implementation
1790A,math
1790A,strings 
1789F,bitmasks
1789F,brute force
1789F,dp
1789F,greedy
1789F,implementation
1789F,strings 
1789E,brute force
1789E,dp
1789E,implementation
1789E,math
1789E,number theory 
1789D,bitmasks
1789D,brute force
1789D,constructive algorithms
1789D,implementation 
1789C,combinatorics
1789C,dp
1789C,implementation
1789C,math 
1789B,brute force
1789B,implementation
1789B,strings
1789B,two pointers 
1789A,brute force
1789A,math
1789A,number theory 
1788F,bitmasks
1788F,constructive algorithms
1788F,dfs and similar
1788F,dsu
1788F,graphs
1788F,greedy
1788F,implementation
1788F,trees 
1788E,data structures
1788E,dfs and similar
1788E,dp 
1788D,binary search
1788D,brute force
1788D,combinatorics
1788D,math
1788D,two pointers 
1788C,constructive algorithms
1788C,greedy
1788C,math 
1788B,constructive algorithms
1788B,greedy
1788B,implementation
1788B,math
1788B,probabilities 
1788A,brute force
1788A,implementation
1788A,math 
1787I,data structures
1787I,divide and conquer
1787I,two pointers 
1787H,binary search
1787H,data structures
1787H,dp
1787H,geometry 
1787G,brute force
1787G,data structures
1787G,trees 
1787F,constructive algorithms
1787F,implementation
1787F,math 
1787E,bitmasks
1787E,constructive algorithms
1787E,greedy
1787E,math 
1787D,combinatorics
1787D,dfs and similar
1787D,dsu
1787D,graphs
1787D,implementation 
1787C,dp
1787C,greedy
1787C,math 
1787B,greedy
1787B,math
1787B,number theory 
1787A,constructive algorithms
1787A,math 
1786B,brute force
1786B,sortings 
1786A2,implementation 
1786A1,implementation 
1784F,
1784E,brute force
1784E,combinatorics
1784E,dp
1784E,games
1784E,probabilities 
1784D,combinatorics
1784D,dp 
1784C,data structures
1784C,greedy 
1784B,constructive algorithms 
1784A,brute force
1784A,greedy 
1783G,data structures
1783G,divide and conquer
1783G,implementation
1783G,trees 
1783F,dfs and similar
1783F,flows
1783F,graph matchings
1783F,graphs 
1783E,brute force
1783E,data structures
1783E,math
1783E,number theory 
1783D,brute force
1783D,dp
1783D,implementation 
1783C,binary search
1783C,greedy
1783C,sortings 
1783B,constructive algorithms
1783B,math 
1783A,constructive algorithms
1783A,math
1783A,sortings 
1781H2,
1781H1,
1781G,constructive algorithms
1781G,trees 
1781F,combinatorics
1781F,dp
1781F,math
1781F,trees 
1781E,binary search
1781E,brute force
1781E,data structures
1781E,greedy
1781E,implementation
1781E,two pointers 
1781D,brute force
1781D,math
1781D,number theory 
1781C,brute force
1781C,constructive algorithms
1781C,greedy
1781C,implementation
1781C,sortings
1781C,strings 
1781B,brute force
1781B,greedy
1781B,sortings 
1781A,geometry
1781A,math 
1780G,binary search
1780G,dsu
1780G,hashing
1780G,math
1780G,number theory
1780G,string suffix structures 
1780F,bitmasks
1780F,brute force
1780F,combinatorics
1780F,data structures
1780F,dp
1780F,number theory
1780F,sortings 
1780E,binary search
1780E,brute force
1780E,data structures
1780E,math
1780E,number theory 
1780D,binary search
1780D,bitmasks
1780D,constructive algorithms
1780D,interactive 
1780B,brute force
1780B,greedy
1780B,math
1780B,number theory 
1780A,constructive algorithms
1780A,greedy 
1779H,brute force
1779H,meet-in-the-middle 
1779G,constructive algorithms
1779G,graphs
1779G,shortest paths 
1779F,bitmasks
1779F,constructive algorithms
1779F,dp
1779F,trees 
1779E,constructive algorithms
1779E,graphs
1779E,greedy
1779E,interactive
1779E,sortings 
1779D,constructive algorithms
1779D,data structures
1779D,dp
1779D,dsu
1779D,greedy
1779D,sortings 
1779C,data structures
1779C,greedy 
1779B,constructive algorithms
1779B,math 
1779A,constructive algorithms
1779A,greedy
1779A,strings 
1778F,dfs and similar
1778F,dp
1778F,graphs
1778F,math
1778F,number theory
1778F,trees 
1778E,bitmasks
1778E,dfs and similar
1778E,math
1778E,trees 
1778D,combinatorics
1778D,dp
1778D,math
1778D,probabilities 
1778C,bitmasks
1778C,brute force
1778C,strings 
1778B,greedy
1778B,math 
1778A,greedy
1778A,implementation 
1777F,bitmasks
1777F,data structures
1777F,divide and conquer
1777F,strings
1777F,trees 
1777E,binary search
1777E,dfs and similar
1777E,graphs
1777E,trees 
1777D,bitmasks
1777D,combinatorics
1777D,dfs and similar
1777D,dp
1777D,math
1777D,probabilities
1777D,trees 
1777C,binary search
1777C,math
1777C,number theory
1777C,sortings
1777C,two pointers 
1777B,combinatorics
1777B,greedy
1777B,math 
1777A,greedy
1777A,math 
1776N,math 
1776M,binary search
1776M,dp
1776M,greedy
1776M,trees 
1776L,binary search
1776L,math 
1776K,dp
1776K,math 
1776J,graphs
1776J,shortest paths 
1776I,games
1776I,geometry
1776I,greedy
1776I,interactive 
1776H,two pointers 
1776G,combinatorics
1776G,constructive algorithms
1776G,math
1776G,strings 
1776F,constructive algorithms
1776F,graphs
1776F,greedy 
1776E,data structures
1776E,dp 
1776D,constructive algorithms
1776D,greedy
1776D,math 
1776C,games
1776C,greedy
1776C,interactive
1776C,sortings 
1776B,dp
1776B,geometry 
1776A,greedy 
1775F,constructive algorithms
1775F,dp
1775F,greedy
1775F,math 
1775E,greedy
1775E,implementation 
1775D,dfs and similar
1775D,graphs
1775D,math
1775D,number theory
1775D,shortest paths 
1775C,bitmasks
1775C,math 
1775B,bitmasks
1775B,constructive algorithms 
1775A2,constructive algorithms
1775A2,greedy 
1775A1,brute force
1775A1,constructive algorithms
1775A1,implementation 
1774H,constructive algorithms 
1774G,brute force
1774G,combinatorics
1774G,constructive algorithms
1774G,data structures
1774G,dp
1774G,trees 
1774F2,binary search
1774F2,brute force
1774F2,data structures
1774F2,implementation 
1774F1,brute force
1774F1,data structures
1774F1,implementation 
1774E,dfs and similar
1774E,dp
1774E,greedy
1774E,trees 
1774D,brute force
1774D,constructive algorithms
1774D,greedy
1774D,implementation
1774D,two pointers 
1774C,constructive algorithms
1774C,dp
1774C,greedy 
1774B,constructive algorithms
1774B,greedy
1774B,math 
1774A,constructive algorithms
1774A,math 
1773L,dp 
1773K,constructive algorithms 
1773J,constructive algorithms
1773J,math 
1773I,brute force
1773I,games
1773I,implementation
1773I,interactive 
1773H,binary search
1773H,interactive 
1773G,bitmasks
1773G,combinatorics
1773G,dp
1773G,fft
1773G,math
1773G,probabilities 
1773F,constructive algorithms 
1773E,greedy
1773E,sortings 
1773D,combinatorics
1773D,flows
1773D,graph matchings
1773D,greedy 
1773C,
1773B,binary search
1773B,divide and conquer
1773B,hashing
1773B,implementation
1773B,probabilities
1773B,trees 
1773A,constructive algorithms
1773A,graph matchings
1773A,math
1773A,probabilities 
1772G,binary search
1772G,greedy
1772G,implementation
1772G,math
1772G,sortings
1772G,two pointers 
1772F,constructive algorithms
1772F,dfs and similar
1772F,graphs
1772F,implementation
1772F,sortings 
1772E,games 
1772D,constructive algorithms
1772D,math 
1772C,constructive algorithms
1772C,greedy
1772C,math 
1772B,brute force
1772B,implementation 
1772A,implementation 
1771F,binary search
1771F,bitmasks
1771F,data structures
1771F,hashing
1771F,probabilities
1771F,strings
1771F,trees 
1771E,brute force
1771E,dp
1771E,implementation
1771E,two pointers 
1771D,brute force
1771D,data structures
1771D,dfs and similar
1771D,dp
1771D,strings
1771D,trees 
1771C,greedy
1771C,math
1771C,number theory 
1771B,binary search
1771B,constructive algorithms
1771B,dp
1771B,two pointers 
1771A,combinatorics
1771A,math
1771A,sortings 
1770H,constructive algorithms 
1770G,divide and conquer
1770G,fft
1770G,math 
1770F,bitmasks
1770F,combinatorics
1770F,dp
1770F,math
1770F,number theory 
1770E,combinatorics
1770E,dfs and similar
1770E,dp
1770E,dsu
1770E,math
1770E,probabilities
1770E,trees 
1770D,constructive algorithms
1770D,data structures
1770D,dfs and similar
1770D,dsu
1770D,flows
1770D,games
1770D,graph matchings
1770D,graphs
1770D,implementation 
1770C,brute force
1770C,chinese remainder theorem
1770C,math
1770C,number theory 
1770B,constructive algorithms 
1770A,brute force
1770A,greedy 
1769D3,*special problem
1769D3,brute force 
1769D2,*special problem
1769D2,brute force 
1769D1,*special problem
1769D1,brute force
1769D1,dp 
1769C2,*special problem
1769C2,dp 
1769C1,*special problem
1769C1,brute force
1769C1,dp
1769C1,greedy 
1769B2,*special problem
1769B2,binary search
1769B2,brute force
1769B2,math 
1769B1,*special problem
1769B1,brute force
1769B1,implementation
1769B1,math 
1769A,*special problem
1769A,math 
1768F,dp
1768F,greedy 
