Contest ID,Contest Name,DIV,Date,Time,Participants
1630,Codeforces Round 768 (Div. 1),Div. 1,Jan/27/202217:35,02:00,1333
1631,Codeforces Round 768 (Div. 2),Div. 2,Jan/27/202217:35,02:00,27006
1628,Codeforces Round 767 (Div. 1),Div. 1,Jan/22/202217:35,02:00,1392
1629,Codeforces Round 767 (Div. 2),Div. 2,Jan/22/202217:35,02:00,26548
1626,Educational Codeforces Round 121 (Rated for Div. 2),Rated for Div. 2,Jan/16/202217:35,02:00,26013
1627,Codeforces Round 766 (Div. 2),Div. 2,Jan/15/202217:35,02:00,23434
1625,Codeforces Round 765 (Div. 2),Div. 2,Jan/12/202215:05,02:00,23602
1621,Hello 2022,,Jan/03/202217:35,02:15,28661
1616,Good Bye 2021: 2022 is NEAR,,Dec/29/202118:35,02:00,23698
1623,Codeforces Round 763 (Div. 2),Div. 2,Dec/28/202116:35,02:00,20990
1622,Educational Codeforces Round 120 (Rated for Div. 2),Rated for Div. 2,Dec/27/202117:35,02:00,25327
1615,Codeforces Global Round 18,,Dec/24/202117:35,02:30,21508
1620,Educational Codeforces Round 119 (Rated for Div. 2),Rated for Div. 2,Dec/18/202118:35,02:00,22151
1617,Codeforces Round 761 (Div. 2),Div. 2,Dec/16/202116:35,02:00,19435
1591,"Codeforces Round 759 (Div. 2, based on Technocup 2022 Elimination Round 3)","Div. 2, based on Technocup 2022 Elimination Round 3",Dec/12/202118:15,02:00,13738
1585,Technocup 2022 - Elimination Round 3,,Dec/12/202118:15,02:00,1911
1608,Codeforces Round 758 (Div.1 + Div. 2),Div.1 + Div. 2,Dec/11/202113:05,02:00,18713
1613,Educational Codeforces Round 118 (Rated for Div. 2),Rated for Div. 2,Dec/01/202117:35,02:00,21436
1609,"Deltix Round, Autumn 2021 (open for everyone, rated, Div. 1 + Div. 2)","open for everyone, rated, Div. 1 + Div. 2",Nov/28/202117:35,02:30,16355
1614,Codeforces Round 757 (Div. 2),Div. 2,Nov/26/202114:15,02:00,17295
1610,Codeforces Global Round 17,,Nov/23/202117:35,03:00,18073
1612,Educational Codeforces Round 117 (Rated for Div. 2),Rated for Div. 2,Nov/22/202112:35,02:00,17422
1588,"Codeforces Round 755 (Div. 1, based on Technocup 2022 Elimination Round 2)","Div. 1, based on Technocup 2022 Elimination Round 2",Nov/14/202109:05,02:15,1000
1589,"Codeforces Round 755 (Div. 2, based on Technocup 2022 Elimination Round 2)","Div. 2, based on Technocup 2022 Elimination Round 2",Nov/14/202109:05,02:15,9916
1584,Technocup 2022 - Elimination Round 2,,Nov/14/202109:05,02:15,1706
1605,Codeforces Round 754 (Div. 2),Div. 2,Nov/12/202117:35,02:00,19573
1603,Codeforces Round 752 (Div. 1),Div. 1,Oct/30/202117:35,02:00,1387
1604,Codeforces Round 752 (Div. 2),Div. 2,Oct/30/202117:35,02:00,19100
1606,Educational Codeforces Round 116 (Rated for Div. 2),Rated for Div. 2,Oct/29/202117:35,02:00,23761
1601,Codeforces Round 751 (Div. 1),Div. 1,Oct/25/202109:35,02:00,1073
1602,Codeforces Round 751 (Div. 2),Div. 2,Oct/25/202109:35,02:00,14535
1582,Codeforces Round 750 (Div. 2),Div. 2,Oct/24/202113:05,02:30,17575
1586,"Codeforces Round 749 (Div. 1 + Div. 2, based on Technocup 2022 Elimination Round 1)","Div. 1 + Div. 2, based on Technocup 2022 Elimination Round 1",Oct/17/202114:05,02:15,12991
1583,Technocup 2022 - Elimination Round 1,,Oct/17/202114:05,02:15,2720
1598,Educational Codeforces Round 115 (Rated for Div. 2),Rated for Div. 2,Oct/10/202112:05,02:00,16291
1599,"Bubble Cup 14 - Finals Online Mirror (Unrated, ICPC Rules, Teams Preferred, Div. 1)","Unrated, ICPC Rules, Teams Preferred, Div. 1",Oct/09/202112:05,04:00,981
1600,"Bubble Cup 14 - Finals Online Mirror (Unrated, ICPC Rules, Teams Preferred, Div. 2)","Unrated, ICPC Rules, Teams Preferred, Div. 2",Oct/09/202112:05,04:00,1949
1576,2021 ICPC Communication Routing Challenge: Marathon,,Oct/09/202103:00,5:00:00,8713
1594,Codeforces Round 747 (Div. 2),Div. 2,Oct/08/202118:05,02:15,18594
1571,Kotlin Heroes: Episode 8,,Oct/07/202117:35,02:45,6330
1592,Codeforces Round 746 (Div. 2),Div. 2,Oct/03/202117:35,02:00,17138
1570,Kotlin Heroes: Practice 8,,Oct/01/202116:35,6:00:00,4884
1580,Codeforces Round 745 (Div. 1),Div. 1,Sep/30/202113:15,02:00,1250
1581,Codeforces Round 745 (Div. 2),Div. 2,Sep/30/202113:15,02:00,20079
1574,Educational Codeforces Round 114 (Rated for Div. 2),Rated for Div. 2,Sep/20/202117:35,02:00,22655
1572,Codeforces Round 743 (Div. 1),Div. 1,Sep/18/202117:35,02:00,1236
1573,Codeforces Round 743 (Div. 2),Div. 2,Sep/18/202117:35,02:00,19174
1566,Codeforces Global Round 16,,Sep/12/202117:35,02:30,22137
1569,Educational Codeforces Round 113 (Rated for Div. 2),Rated for Div. 2,Sep/08/202117:35,02:00,24739
1567,Codeforces Round 742 (Div. 2),Div. 2,Sep/05/202117:35,02:00,22125
1556,"Deltix Round, Summer 2021 (open for everyone, rated, Div. 1 + Div. 2)","open for everyone, rated, Div. 1 + Div. 2",Aug/29/202117:35,02:30,20702
1562,Codeforces Round 741 (Div. 2),Div. 2,Aug/26/202117:35,02:15,22031
1558,"Codeforces Round 740 (Div. 1, based on VK Cup 2021 - Final (Engine))","Div. 1, based on VK Cup 2021 - Final (Engine",Aug/24/202117:35,02:30,1450
1561,"Codeforces Round 740 (Div. 2, based on VK Cup 2021 - Final (Engine))","Div. 2, based on VK Cup 2021 - Final (Engine",Aug/24/202117:35,02:30,20981
1559,Codeforces Round 738 (Div. 2),Div. 2,Aug/15/202117:35,02:15,24615
1557,Codeforces Round 737 (Div. 2),Div. 2,Aug/09/202117:35,02:00,26247
1548,Codeforces Round 736 (Div. 1),Div. 1,Aug/01/202117:35,02:25,1520
1549,Codeforces Round 736 (Div. 2),Div. 2,Aug/01/202117:35,02:25,23386
1555,Educational Codeforces Round 112 (Rated for Div. 2),Rated for Div. 2,Jul/30/202117:35,02:00,24695
1554,Codeforces Round 735 (Div. 2),Div. 2,Jul/29/202117:35,02:00,25933
1552,Codeforces Global Round 15,,Jul/25/202117:35,02:45,22506
1553,"Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)","open for everyone, rated, Div. 1 + Div. 2",Jul/22/202117:35,02:30,19921
1530,"Codeforces Round 733 (Div. 1 + Div. 2, based on VK Cup 2021 - Elimination (Engine))","Div. 1 + Div. 2, based on VK Cup 2021 - Elimination (Engine",Jul/17/202117:35,03:00,19151
1550,Educational Codeforces Round 111 (Rated for Div. 2),Rated for Div. 2,Jul/14/202117:35,02:00,26003
1545,Codeforces Round 732 (Div. 1),Div. 1,Jul/11/202117:05,02:30,1456
1546,Codeforces Round 732 (Div. 2),Div. 2,Jul/11/202117:05,02:30,21057
1543,Codeforces Round 730 (Div. 2),Div. 2,Jul/07/202117:35,02:15,24018
1542,Codeforces Round 729 (Div. 2),Div. 2,Jul/03/202116:05,02:00,22722
1533,Kotlin Heroes: Episode 7,,Jun/29/202117:35,02:30,5444
1540,Codeforces Round 728 (Div. 1),Div. 1,Jun/25/202118:35,02:15,1231
1541,Codeforces Round 728 (Div. 2),Div. 2,Jun/25/202118:35,02:15,22878
1532,Kotlin Heroes: Practice 7,,Jun/22/202116:35,7:00:00,6140
1539,Codeforces Round 727 (Div. 2),Div. 2,Jun/20/202113:05,02:00,21088
1537,Codeforces Round 726 (Div. 2),Div. 2,Jun/18/202117:35,02:00,23780
1534,Codeforces LATOKEN Round 1 (Div. 1 + Div. 2),Div. 1 + Div. 2,Jun/13/202118:35,03:00,18501
1536,Codeforces Round 724 (Div. 2),Div. 2,Jun/06/202117:35,02:00,23423
1535,Educational Codeforces Round 110 (Rated for Div. 2),Rated for Div. 2,Jun/04/202117:35,02:00,26434
1523,"Deltix Round, Spring 2021 (open for everyone, rated, Div. 1 + Div. 2)","open for everyone, rated, Div. 1 + Div. 2",May/30/202117:35,02:15,18653
1526,Codeforces Round 723 (Div. 2),Div. 2,May/28/202117:05,02:30,22722
1528,Codeforces Round 722 (Div. 1),Div. 1,May/24/202117:35,02:15,1470
1529,Codeforces Round 722 (Div. 2),Div. 2,May/24/202117:35,02:15,23991
1527,Codeforces Round 721 (Div. 2),Div. 2,May/20/202117:35,02:00,24750
1522,Codeforces Raif ML Round 1,,May/17/202119:00,14:00:00,5020
1525,Educational Codeforces Round 109 (Rated for Div. 2),Rated for Div. 2,May/16/202111:00,02:00,21455
1521,Codeforces Round 720 (Div. 2),Div. 2,May/07/202117:35,02:15,24491
1515,Codeforces Global Round 14,,May/02/202117:35,03:00,22554
1519,Educational Codeforces Round 108 (Rated for Div. 2),Rated for Div. 2,Apr/29/202117:35,02:00,23923
1517,Contest 2050 and Codeforces Round 718 (Div. 1 + Div. 2),Div. 1 + Div. 2,Apr/23/202117:35,02:45,21519
1516,Codeforces Round 717 (Div. 2),Div. 2,Apr/21/202116:35,02:00,21456
1514,Codeforces Round 716 (Div. 2),Div. 2,Apr/19/202116:35,02:15,18811
1508,Codeforces Round 715 (Div. 1),Div. 1,Apr/16/202117:35,02:15,1523
1509,Codeforces Round 715 (Div. 2),Div. 2,Apr/16/202117:35,02:15,21808
1511,Educational Codeforces Round 107 (Rated for Div. 2),Rated for Div. 2,Apr/12/202117:35,02:00,21649
1513,Divide by Zero 2021 and Codeforces Round 714 (Div. 2),Div. 2,Apr/11/202117:35,02:00,18001
1503,Codeforces Round 712 (Div. 1),Div. 1,Apr/03/202117:35,02:15,1625
1504,Codeforces Round 712 (Div. 2),Div. 2,Apr/03/202117:35,02:15,20651
1505,April Fools Day Contest 2021,,Apr/01/202117:35,02:00,19637
1498,CodeCraft-21 and Codeforces Round 711 (Div. 2),Div. 2,Mar/29/202117:35,02:00,17313
1483,"Codeforces Round 709 (Div. 1, based on Technocup 2021 Final Round)","Div. 1, based on Technocup 2021 Final Round",Mar/21/202116:20,02:15,1369
1484,"Codeforces Round 709 (Div. 2, based on Technocup 2021 Final Round)","Div. 2, based on Technocup 2021 Final Round",Mar/21/202116:20,02:15,15227
1482,Технокубок 2021 - Финал,,Mar/21/202113:20,03:00,789
1499,Educational Codeforces Round 106 (Rated for Div. 2),Rated for Div. 2,Mar/18/202117:50,02:00,21149
1497,Codeforces Round 708 (Div. 2),Div. 2,Mar/17/202117:35,02:15,19556
1500,"Codeforces Round 707 (Div. 1, based on Moscow Open Olympiad in Informatics)","Div. 1, based on Moscow Open Olympiad in Informatics",Mar/13/202112:05,02:30,1435
1501,"Codeforces Round 707 (Div. 2, based on Moscow Open Olympiad in Informatics)","Div. 2, based on Moscow Open Olympiad in Informatics",Mar/13/202112:05,02:30,15065
1495,Codeforces Round 706 (Div. 1),Div. 1,Mar/10/202115:05,02:00,1631
1496,Codeforces Round 706 (Div. 2),Div. 2,Mar/10/202115:05,02:00,18174
1488,Kotlin Heroes: Episode 6,,Mar/09/202117:35,02:30,5215
1493,Codeforces Round 705 (Div. 2),Div. 2,Mar/06/202117:05,02:15,17601
1494,Educational Codeforces Round 105 (Rated for Div. 2),Rated for Div. 2,Mar/02/202117:45,02:00,21640
1489,Kotlin Heroes: Practice 6,,Mar/02/202116:35,7:00:00,5331
1491,Codeforces Global Round 13,,Feb/28/202116:35,03:00,19477
1492,Codeforces Round 704 (Div. 2),Div. 2,Feb/23/202112:05,02:00,16474
1486,Codeforces Round 703 (Div. 2),Div. 2,Feb/18/202117:35,02:15,20195
1487,Educational Codeforces Round 104 (Rated for Div. 2),Rated for Div. 2,Feb/15/202117:35,02:00,22152
1485,Codeforces Round 701 (Div. 2),Div. 2,Feb/12/202117:50,02:00,20564
1479,Codeforces Round 700 (Div. 1),Div. 1,Feb/07/202117:35,02:15,1769
1480,Codeforces Round 700 (Div. 2),Div. 2,Feb/07/202117:35,02:15,22332
1481,Codeforces Round 699 (Div. 2),Div. 2,Feb/05/202117:35,02:00,21533
1476,Educational Codeforces Round 103 (Rated for Div. 2),Rated for Div. 2,Jan/29/202117:35,02:00,24440
1477,Codeforces Round 698 (Div. 1),Div. 1,Jan/28/202117:35,02:15,1622
1478,Codeforces Round 698 (Div. 2),Div. 2,Jan/28/202117:35,02:15,23806
1474,Codeforces Round 696 (Div. 2),Div. 2,Jan/19/202117:35,02:00,22258
1473,Educational Codeforces Round 102 (Rated for Div. 2),Rated for Div. 2,Jan/14/202117:35,02:00,24223
1467,Codeforces Round 695 (Div. 2),Div. 2,Jan/08/202117:35,02:00,21555
1470,Codeforces Round 694 (Div. 1),Div. 1,Jan/05/202117:35,02:00,1562
1471,Codeforces Round 694 (Div. 2),Div. 2,Jan/05/202117:35,02:00,22995
1466,Good Bye 2020,,Dec/30/202017:35,03:00,24776
1469,Educational Codeforces Round 101 (Rated for Div. 2),Rated for Div. 2,Dec/28/202017:35,02:00,23157
1464,"Codeforces Round 692 (Div. 1, based on Technocup 2021 Elimination Round 3)","Div. 1, based on Technocup 2021 Elimination Round 3",Dec/20/202018:05,02:00,1299
1465,"Codeforces Round 692 (Div. 2, based on Technocup 2021 Elimination Round 3)","Div. 2, based on Technocup 2021 Elimination Round 3",Dec/20/202018:05,02:00,14465
1411,Technocup 2021 - Elimination Round 3,,Dec/20/202018:05,02:00,1704
1458,Codeforces Round 691 (Div. 1),Div. 1,Dec/19/202012:35,02:00,1282
1459,Codeforces Round 691 (Div. 2),Div. 2,Dec/19/202012:35,02:00,16456
1463,Educational Codeforces Round 100 (Rated for Div. 2),Rated for Div. 2,Dec/17/202017:35,02:00,19418
1460,NERC Challenge 2020: Marathon,,Dec/12/202012:00,8:00:00,8232
1461,"Codeforces Round 689 (Div. 2, based on Zed Code Competition)","Div. 2, based on Zed Code Competition",Dec/11/202017:35,02:00,17080
1450,Codeforces Global Round 12,,Dec/06/202017:35,03:00,17449
1453,Codeforces Round 688 (Div. 2),Div. 2,Dec/04/202016:05,02:15,19478
1455,Educational Codeforces Round 99 (Rated for Div. 2),Rated for Div. 2,Nov/30/202017:35,02:00,18760
1456,"Codeforces Round 687 (Div. 1, based on Technocup 2021 Elimination Round 2)","Div. 1, based on Technocup 2021 Elimination Round 2",Nov/29/202010:05,02:00,1356
1457,"Codeforces Round 687 (Div. 2, based on Technocup 2021 Elimination Round 2)","Div. 2, based on Technocup 2021 Elimination Round 2",Nov/29/202010:05,02:00,12528
1415,Technocup 2021 - Elimination Round 2,,Nov/29/202010:05,02:00,1958
1451,Codeforces Round 685 (Div. 2),Div. 2,Nov/21/202017:35,02:15,20182
1452,Educational Codeforces Round 98 (Rated for Div. 2),Rated for Div. 2,Nov/19/202017:35,02:00,18974
1439,Codeforces Round 684 (Div. 1),Div. 1,Nov/17/202017:35,02:15,1617
1440,Codeforces Round 684 (Div. 2),Div. 2,Nov/17/202017:35,02:15,16973
1446,"Codeforces Round 683 (Div. 1, by Meet IT)","Div. 1, by Meet IT",Nov/15/202017:35,02:30,1392
1447,"Codeforces Round 683 (Div. 2, by Meet IT)","Div. 2, by Meet IT",Nov/15/202017:35,02:30,14058
1438,Codeforces Round 682 (Div. 2),Div. 2,Nov/13/202017:35,02:00,17524
1431,Kotlin Heroes 5: ICPC Round,,Nov/12/202017:35,02:30,6759
1442,"Codeforces Round 681 (Div. 1, based on VK Cup 2019-2020 - Final)","Div. 1, based on VK Cup 2019-2020 - Final",Nov/02/202017:35,02:00,1455
1443,"Codeforces Round 681 (Div. 2, based on VK Cup 2019-2020 - Final)","Div. 2, based on VK Cup 2019-2020 - Final",Nov/02/202017:35,02:00,14824
1444,"Codeforces Round 680 (Div. 1, based on Moscow Team Olympiad)","Div. 1, based on Moscow Team Olympiad",Nov/01/202014:05,02:00,1313
1445,"Codeforces Round 680 (Div. 2, based on Moscow Team Olympiad)","Div. 2, based on Moscow Team Olympiad",Nov/01/202014:05,02:00,12970
1437,Educational Codeforces Round 97 (Rated for Div. 2),Rated for Div. 2,Oct/27/202017:35,02:00,21054
1434,"Codeforces Round 679 (Div. 1, based on Technocup 2021 Elimination Round 1)","Div. 1, based on Technocup 2021 Elimination Round 1",Oct/25/202014:05,02:00,1311
1435,"Codeforces Round 679 (Div. 2, based on Technocup 2021 Elimination Round 1)","Div. 2, based on Technocup 2021 Elimination Round 1",Oct/25/202014:05,02:00,12636
1413,Technocup 2021 - Elimination Round 1,,Oct/25/202014:05,02:00,3246
1436,Codeforces Round 678 (Div. 2),Div. 2,Oct/24/202017:05,02:10,21070
1421,Codeforces Round 676 (Div. 2),Div. 2,Oct/18/202012:05,02:00,16569
1428,Codeforces Raif Round 1 (Div. 1 + Div. 2),Div. 1 + Div. 2,Oct/17/202016:05,02:30,20406
1430,Educational Codeforces Round 96 (Rated for Div. 2),Rated for Div. 2,Oct/11/202012:05,02:00,14535
1427,Codeforces Global Round 11,,Oct/10/202017:50,03:00,17328
1423,"Bubble Cup 13 - Finals [Online Mirror, unrated, Div. 1]",,Oct/05/202016:05,03:00,1889
1424,"Bubble Cup 13 - Finals [Online Mirror, unrated, Div. 2]",,Oct/05/202016:05,03:00,1570
1422,Codeforces Round 675 (Div. 2),Div. 2,Oct/04/202019:05,02:00,18559
1408,Grakn Forces 2020,,Sep/30/202017:35,02:45,17560
1416,Codeforces Round 673 (Div. 1),Div. 1,Sep/27/202018:05,02:00,1627
1417,Codeforces Round 673 (Div. 2),Div. 2,Sep/27/202018:05,02:00,17666
1420,Codeforces Round 672 (Div. 2),Div. 2,Sep/24/202017:35,02:00,21199
1419,Codeforces Round 671 (Div. 2),Div. 2,Sep/19/202017:35,02:00,20819
1418,Educational Codeforces Round 95 (Rated for Div. 2),Rated for Div. 2,Sep/14/202017:35,02:00,22246
1406,Codeforces Round 670 (Div. 2),Div. 2,Sep/12/202016:45,02:00,21602
1407,Codeforces Round 669 (Div. 2),Div. 2,Sep/08/202017:35,02:00,22269
1404,Codeforces Round 668 (Div. 1),Div. 1,Sep/06/202017:35,02:00,1869
1405,Codeforces Round 668 (Div. 2),Div. 2,Sep/06/202017:35,02:00,21709
1396,Codeforces Round 666 (Div. 1),Div. 1,Aug/30/202017:35,02:00,1894
1397,Codeforces Round 666 (Div. 2),Div. 2,Aug/30/202017:35,02:00,21585
1400,Educational Codeforces Round 94 (Rated for Div. 2),Rated for Div. 2,Aug/25/202017:35,02:00,24656
1401,Codeforces Round 665 (Div. 2),Div. 2,Aug/21/202017:35,02:00,23345
1392,Codeforces Global Round 10,,Aug/16/202017:35,03:00,19750
1398,Educational Codeforces Round 93 (Rated for Div. 2),Rated for Div. 2,Aug/14/202017:35,02:00,22766
1394,Codeforces Round 664 (Div. 1),Div. 1,Aug/12/202017:35,02:00,1921
1395,Codeforces Round 664 (Div. 2),Div. 2,Aug/12/202017:35,02:00,22003
1391,Codeforces Round 663 (Div. 2),Div. 2,Aug/09/202017:35,02:00,22736
1393,Codeforces Round 662 (Div. 2),Div. 2,Aug/07/202017:35,02:00,24636
1388,Codeforces Round 660 (Div. 2),Div. 2,Jul/30/202017:35,02:00,22662
1389,Educational Codeforces Round 92 (Rated for Div. 2),Rated for Div. 2,Jul/29/202017:35,02:00,24680
1383,Codeforces Round 659 (Div. 1),Div. 1,Jul/24/202017:35,02:00,1875
1384,Codeforces Round 659 (Div. 2),Div. 2,Jul/24/202017:35,02:00,20480
1381,Codeforces Round 658 (Div. 1),Div. 1,Jul/21/202017:35,02:00,2038
1382,Codeforces Round 658 (Div. 2),Div. 2,Jul/21/202017:35,02:00,22061
1379,Codeforces Round 657 (Div. 2),Div. 2,Jul/19/202012:00,02:00,20326
1380,Educational Codeforces Round 91 (Rated for Div. 2),Rated for Div. 2,Jul/12/202017:45,02:30,21163
1372,Codeforces Round 655 (Div. 2),Div. 2,Jul/11/202018:05,02:00,24947
1375,Codeforces Global Round 9,,Jul/04/202017:45,02:30,21150
1371,Codeforces Round 654 (Div. 2),Div. 2,Jul/01/202016:35,02:00,21625
1378,ICPC Challenge 2020: Marathon,,Jun/27/202018:30,7:00:00,2891
1377,ICPC Challenge 2020,,Jun/27/202014:00,03:00,7124
1373,Educational Codeforces Round 90 (Rated for Div. 2),Rated for Div. 2,Jun/25/202017:35,02:00,22331
1376,ICPC Challenge 2020: Practice,,Jun/25/202014:00,1:23:30,15005
1369,Codeforces Round 652 (Div. 2),Div. 2,Jun/23/202017:05,02:00,21331
1370,Codeforces Round 651 (Div. 2),Div. 2,Jun/20/202017:35,02:15,22002
1357,Microsoft Q# Coding Contest - Summer 2020,,Jun/19/202019:00,3:00:00,10641
1368,Codeforces Global Round 8,,Jun/18/202017:45,02:30,20791
1364,Codeforces Round 649 (Div. 2),Div. 2,Jun/13/202018:05,02:00,19835
1356,Microsoft Q# Coding Contest - Summer 2020 - Warmup,,Jun/12/202019:00,3:00:00,12449
1366,Educational Codeforces Round 89 (Rated for Div. 2),Rated for Div. 2,Jun/11/202017:35,02:00,21882
1365,Codeforces Round 648 (Div. 2),Div. 2,Jun/07/202017:35,02:15,22843
1361,"Codeforces Round 647 (Div. 1) - Thanks, Algo Muse!",Div. 1,Jun/04/202017:35,02:30,1870
1362,"Codeforces Round 647 (Div. 2) - Thanks, Algo Muse!",Div. 2,Jun/04/202017:35,02:30,19754
1363,Codeforces Round 646 (Div. 2),Div. 2,May/31/202017:35,02:00,21867
1346,Kotlin Heroes: Episode 4,,May/29/202017:35,02:30,7694
1359,Educational Codeforces Round 88 (Rated for Div. 2),Rated for Div. 2,May/28/202017:35,02:00,22728
1358,Codeforces Round 645 (Div. 2),Div. 2,May/26/202017:35,02:00,23253
1347,Kotlin Heroes: Practice 4,,May/22/202016:35,7:00:00,7081
1354,Educational Codeforces Round 87 (Rated for Div. 2),Rated for Div. 2,May/17/202012:20,02:00,20309
1355,Codeforces Round 643 (Div. 2),Div. 2,May/16/202014:35,02:00,21742
1349,Codeforces Round 641 (Div. 1),Div. 1,May/12/202015:35,02:30,1799
1350,Codeforces Round 641 (Div. 2),Div. 2,May/12/202015:35,02:30,19117
1344,Codeforces Round 639 (Div. 1),Div. 1,May/06/202017:35,02:15,2268
1345,Codeforces Round 639 (Div. 2),Div. 2,May/06/202017:35,02:15,26420
1348,Codeforces Round 638 (Div. 2),Div. 2,May/01/202017:35,02:30,24059
1342,Educational Codeforces Round 86 (Rated for Div. 2),Rated for Div. 2,Apr/26/202017:35,02:00,22515
1340,"Codeforces Round 637 (Div. 1) - Thanks, Ivan Belonogov!",Div. 1,Apr/23/202017:45,02:30,1870
1341,"Codeforces Round 637 (Div. 2) - Thanks, Ivan Belonogov!",Div. 2,Apr/23/202017:45,02:30,23207
1336,Codeforces Round 635 (Div. 1),Div. 1,Apr/15/202017:35,02:30,1999
1337,Codeforces Round 635 (Div. 2),Div. 2,Apr/15/202017:35,02:30,21686
1338,Codeforces Round 633 (Div. 1),Div. 1,Apr/12/202017:05,02:00,1983
1339,Codeforces Round 633 (Div. 2),Div. 2,Apr/12/202017:05,02:00,19768
1334,Educational Codeforces Round 85 (Rated for Div. 2),Rated for Div. 2,Apr/10/202017:35,02:00,21750
1333,Codeforces Round 632 (Div. 2),Div. 2,Apr/08/202017:35,02:00,23076
1329,"Codeforces Round 631 (Div. 1) - Thanks, Denis aramis Shitov!",Div. 1,Apr/03/202017:35,02:00,1883
1330,"Codeforces Round 631 (Div. 2) - Thanks, Denis aramis Shitov!",Div. 2,Apr/03/202017:35,02:00,19605
1331,April Fools Day Contest 2020,,Apr/01/202017:35,02:00,19470
1332,Codeforces Round 630 (Div. 2),Div. 2,Mar/31/202016:35,02:30,23509
1327,Educational Codeforces Round 84 (Rated for Div. 2),Rated for Div. 2,Mar/23/202017:35,02:00,19925
1326,Codeforces Global Round 7,,Mar/19/202017:35,02:30,18180
1325,Codeforces Round 628 (Div. 2),Div. 2,Mar/14/202017:35,02:00,16367
1312,Educational Codeforces Round 83 (Rated for Div. 2),Rated for Div. 2,Mar/09/202017:35,02:00,14670
1322,"Codeforces Round 626 (Div. 1, based on Moscow Open Olympiad in Informatics)","Div. 1, based on Moscow Open Olympiad in Informatics",Mar/07/202012:35,02:00,1319
1323,"Codeforces Round 626 (Div. 2, based on Moscow Open Olympiad in Informatics)","Div. 2, based on Moscow Open Olympiad in Informatics",Mar/07/202012:35,02:00,10878
1316,CodeCraft-20 (Div. 2),Div. 2,Mar/04/202017:35,02:00,12690
1320,"Codeforces Round 625 (Div. 1, based on Technocup 2020 Final Round)","Div. 1, based on Technocup 2020 Final Round",Mar/01/202016:15,02:00,1225
1321,"Codeforces Round 625 (Div. 2, based on Technocup 2020 Final Round)","Div. 2, based on Technocup 2020 Final Round",Mar/01/202016:15,02:00,9720
1297,Kotlin Heroes: Episode 3,,Feb/27/202016:35,02:30,6472
1314,"Codeforces Round 623 (Div. 1, based on VK Cup 2019-2020 - Elimination Round, Engine)","Div. 1, based on VK Cup 2019-2020 - Elimination Round, Engine",Feb/23/202019:05,02:30,1006
1315,"Codeforces Round 623 (Div. 2, based on VK Cup 2019-2020 - Elimination Round, Engine)","Div. 2, based on VK Cup 2019-2020 - Elimination Round, Engine",Feb/23/202019:05,02:30,7672
1313,Codeforces Round 622 (Div. 2),Div. 2,Feb/23/202012:05,02:00,11699
1298,Kotlin Heroes: Practice 3,,Feb/20/202015:35,7:00:45,4963
1307,Codeforces Round 621 (Div. 1 + Div. 2),Div. 1 + Div. 2,Feb/17/202018:35,02:15,13855
1304,Codeforces Round 620 (Div. 2),Div. 2,Feb/15/202016:05,02:00,14612
1301,Codeforces Round 619 (Div. 2),Div. 2,Feb/13/202017:35,02:00,14002
1303,Educational Codeforces Round 82 (Rated for Div. 2),Rated for Div. 2,Feb/12/202017:35,02:00,15402
1299,Codeforces Round 618 (Div. 1),Div. 1,Feb/09/202017:05,02:00,1503
1300,Codeforces Round 618 (Div. 2),Div. 2,Feb/09/202017:05,02:00,14125
1302,"AIM Tech Poorly Prepared Contest (unrated, funny, Div. 1 preferred)","unrated, funny, Div. 1 preferred",Feb/03/202019:15,03:00,2426
1290,Codeforces Round 616 (Div. 1),Div. 1,Feb/02/202017:05,02:30,1485
1291,Codeforces Round 616 (Div. 2),Div. 2,Feb/02/202017:05,02:30,14899
1295,Educational Codeforces Round 81 (Rated for Div. 2),Rated for Div. 2,Jan/29/202017:35,02:00,16350
1292,Codeforces Round 614 (Div. 1),Div. 1,Jan/19/202016:35,02:00,1391
1293,Codeforces Round 614 (Div. 2),Div. 2,Jan/19/202016:35,02:00,13746
1288,Educational Codeforces Round 80 (Rated for Div. 2),Rated for Div. 2,Jan/14/202017:35,02:00,14616
1285,Codeforces Round 613 (Div. 2),Div. 2,Jan/10/202017:05,02:15,13950
1286,Codeforces Round 612 (Div. 1),Div. 1,Jan/05/202017:05,02:00,1313
1287,Codeforces Round 612 (Div. 2),Div. 2,Jan/05/202017:05,02:00,11117
1284,Hello 2020,,Jan/04/202015:05,02:30,15995
1270,Good Bye 2019,,Dec/29/201917:05,03:00,13905
1279,Educational Codeforces Round 79 (Rated for Div. 2),Rated for Div. 2,Dec/27/201917:40,02:00,12411
1282,Codeforces Round 610 (Div. 2),Div. 2,Dec/24/201917:35,02:00,12764
1268,Codeforces Round 609 (Div. 1),Div. 1,Dec/21/201914:05,02:00,1166
1269,Codeforces Round 609 (Div. 2),Div. 2,Dec/21/201914:05,02:00,10625
1278,Educational Codeforces Round 78 (Rated for Div. 2),Rated for Div. 2,Dec/19/201917:35,02:00,12379
1266,Codeforces Global Round 6,,Dec/17/201918:05,02:30,11327
1271,Codeforces Round 608 (Div. 2),Div. 2,Dec/15/201912:15,02:00,9267
