Contest ID,Contest Name,DIV,Date,Time,Participants
1280,Codeforces Round 607 (Div. 1),Div. 1,Dec/15/201908:05,02:00,891
1281,Codeforces Round 607 (Div. 2),Div. 2,Dec/15/201908:05,02:00,7099
1276,"Codeforces Round 606 (Div. 1, based on Technocup 2020 Elimination Round 4)","Div. 1, based on Technocup 2020 Elimination Round 4",Dec/14/201914:05,02:00,999
1277,"Codeforces Round 606 (Div. 2, based on Technocup 2020 Elimination Round 4)","Div. 2, based on Technocup 2020 Elimination Round 4",Dec/14/201914:05,02:00,7523
1259,Technocup 2020 - Elimination Round 4,,Dec/14/201914:05,02:00,1635
1264,Codeforces Round 604 (Div. 1),Div. 1,Dec/05/201917:35,02:00,1201
1265,Codeforces Round 604 (Div. 2),Div. 2,Dec/05/201917:35,02:00,10760
1263,Codeforces Round 603 (Div. 2),Div. 2,Nov/29/201917:35,02:00,10581
1260,Educational Codeforces Round 77 (Rated for Div. 2),Rated for Div. 2,Nov/27/201916:50,02:00,11192
1261,"Codeforces Round 602 (Div. 1, based on Technocup 2020 Elimination Round 3)","Div. 1, based on Technocup 2020 Elimination Round 3",Nov/24/201911:05,02:00,869
1262,"Codeforces Round 602 (Div. 2, based on Technocup 2020 Elimination Round 3)","Div. 2, based on Technocup 2020 Elimination Round 3",Nov/24/201911:05,02:00,5974
1227,Technocup 2020 - Elimination Round 3,,Nov/24/201911:05,02:00,2058
1254,Codeforces Round 601 (Div. 1),Div. 1,Nov/19/201917:35,02:00,1146
1255,Codeforces Round 601 (Div. 2),Div. 2,Nov/19/201917:35,02:00,9734
1253,Codeforces Round 600 (Div. 2),Div. 2,Nov/16/201917:35,02:00,11258
1257,Educational Codeforces Round 76 (Rated for Div. 2),Rated for Div. 2,Nov/13/201917:35,02:00,13116
1242,Codeforces Round 599 (Div. 1),Div. 1,Nov/06/201918:05,02:00,1138
1243,Codeforces Round 599 (Div. 2),Div. 2,Nov/06/201918:05,02:00,10683
1245,Codeforces Round 597 (Div. 2),Div. 2,Nov/01/201917:35,02:00,12719
1246,"Codeforces Round 596 (Div. 1, based on Technocup 2020 Elimination Round 2)","Div. 1, based on Technocup 2020 Elimination Round 2",Oct/26/201914:05,02:00,930
1247,"Codeforces Round 596 (Div. 2, based on Technocup 2020 Elimination Round 2)","Div. 2, based on Technocup 2020 Elimination Round 2",Oct/26/201914:05,02:00,7473
1225,Technocup 2020 - Elimination Round 2,,Oct/26/201914:05,02:00,2427
1251,Educational Codeforces Round 75 (Rated for Div. 2),Rated for Div. 2,Oct/24/201918:05,02:00,12099
1239,Codeforces Round 594 (Div. 1),Div. 1,Oct/20/201912:05,02:00,971
1248,Codeforces Round 594 (Div. 2),Div. 2,Oct/20/201912:05,02:00,9839
1236,Codeforces Round 593 (Div. 2),Div. 2,Oct/17/201916:35,02:00,12034
1237,Codeforces Global Round 5,,Oct/16/201917:35,02:30,13323
1244,Codeforces Round 592 (Div. 2),Div. 2,Oct/13/201912:05,02:00,10498
1238,Educational Codeforces Round 74 (Rated for Div. 2),Rated for Div. 2,Oct/08/201917:35,02:20,11742
1240,"Codeforces Round 591 (Div. 1, based on Technocup 2020 Elimination Round 1)","Div. 1, based on Technocup 2020 Elimination Round 1",Oct/06/201918:05,02:00,917
1241,"Codeforces Round 591 (Div. 2, based on Technocup 2020 Elimination Round 1)","Div. 2, based on Technocup 2020 Elimination Round 1",Oct/06/201918:05,02:00,7648
1223,Technocup 2020 - Elimination Round 1,,Oct/06/201918:05,02:00,3206
1235,Huawei Honorcup Marathon 2,,Sep/30/201921:00,14:00:00,8522
1228,Codeforces Round 589 (Div. 2),Div. 2,Sep/29/201916:05,02:00,13442
1229,Codeforces Round 588 (Div. 1),Div. 1,Sep/23/201917:05,02:30,1051
1230,Codeforces Round 588 (Div. 2),Div. 2,Sep/23/201917:05,02:30,10541
1221,Educational Codeforces Round 73 (Rated for Div. 2),Rated for Div. 2,Sep/19/201917:35,02:00,9254
1220,Codeforces Round 586 (Div. 1 + Div. 2),Div. 1 + Div. 2,Sep/18/201919:05,02:00,10724
1218,"Bubble Cup 12 - Finals [Online Mirror, unrated, Div. 1]",,Sep/15/201916:35,05:00,941
1219,"Bubble Cup 12 - Finals [Online Mirror, unrated, Div. 2]",,Sep/15/201916:35,05:00,821
1215,Codeforces Round 585 (Div. 2),Div. 2,Sep/15/201913:35,02:00,8660
1209,"Codeforces Round 584 - Dasha Code Championship - Elimination Round (rated, open for everyone, Div. 1 + Div. 2)","rated, open for everyone, Div. 1 + Div. 2",Sep/14/201916:05,02:30,12250
1211,Kotlin Heroes: Episode 2,,Sep/07/201917:35,02:30,4349
1217,Educational Codeforces Round 72 (Rated for Div. 2),Rated for Div. 2,Sep/05/201917:35,02:00,12243
1214,"Codeforces Round 583 (Div. 1 + Div. 2, based on Olympiad of Metropolises)","Div. 1 + Div. 2, based on Olympiad of Metropolises",Sep/04/201912:05,02:30,7930
1212,Kotlin Heroes: Practice 2,,Aug/31/201916:35,7:00:00,4602
1208,"Manthan, Codefest 19 (open for everyone, rated, Div. 1 + Div. 2)","open for everyone, rated, Div. 1 + Div. 2",Aug/25/201917:35,02:05,12129
1207,Educational Codeforces Round 71 (Rated for Div. 2),Rated for Div. 2,Aug/22/201917:35,02:00,12708
1204,Codeforces Round 581 (Div. 2),Div. 2,Aug/20/201917:35,02:00,12266
1205,Codeforces Round 580 (Div. 1),Div. 1,Aug/18/201916:45,02:10,1140
1206,Codeforces Round 580 (Div. 2),Div. 2,Aug/18/201916:45,02:10,10709
1200,Codeforces Round 578 (Div. 2),Div. 2,Aug/11/201915:35,02:00,11063
1202,Educational Codeforces Round 70 (Rated for Div. 2),Rated for Div. 2,Aug/07/201917:35,02:00,11564
1201,Codeforces Round 577 (Div. 2),Div. 2,Aug/04/201919:35,02:00,9832
1198,Codeforces Round 576 (Div. 1),Div. 1,Jul/30/201917:35,02:00,1016
1199,Codeforces Round 576 (Div. 2),Div. 2,Jul/30/201917:35,02:00,11086
1197,Educational Codeforces Round 69 (Rated for Div. 2),Rated for Div. 2,Jul/22/201917:35,02:00,11020
1178,Codeforces Global Round 4,,Jul/20/201918:35,02:30,10160
1195,Codeforces Round 574 (Div. 2),Div. 2,Jul/17/201917:35,02:00,11358
1194,Educational Codeforces Round 68 (Rated for Div. 2),Rated for Div. 2,Jul/14/201917:45,02:00,10443
1190,Codeforces Round 573 (Div. 1),Div. 1,Jul/12/201917:35,02:00,1053
1191,Codeforces Round 573 (Div. 2),Div. 2,Jul/12/201917:35,02:00,9955
1188,Codeforces Round 572 (Div. 1),Div. 1,Jul/05/201918:05,02:00,886
1189,Codeforces Round 572 (Div. 2),Div. 2,Jul/05/201918:05,02:00,9386
1187,Educational Codeforces Round 67 (Rated for Div. 2),Rated for Div. 2,Jun/30/201917:45,02:00,9800
1186,Codeforces Round 571 (Div. 2),Div. 2,Jun/28/201911:20,02:15,8915
1179,Codeforces Round 569 (Div. 1),Div. 1,Jun/21/201920:05,02:00,829
1180,Codeforces Round 569 (Div. 2),Div. 2,Jun/21/201920:05,02:00,8420
1185,Codeforces Round 568 (Div. 2),Div. 2,Jun/19/201917:45,02:15,10620
1181,Codeforces Round 567 (Div. 2),Div. 2,Jun/16/201912:35,02:00,8044
1182,Codeforces Round 566 (Div. 2),Div. 2,Jun/11/201916:05,02:00,9319
1172,Codeforces Round 564 (Div. 1),Div. 1,Jun/07/201915:05,02:00,964
1173,Codeforces Round 564 (Div. 2),Div. 2,Jun/07/201915:05,02:00,8008
1175,Educational Codeforces Round 66 (Rated for Div. 2),Rated for Div. 2,Jun/05/201917:35,02:00,9679
1174,Codeforces Round 563 (Div. 2),Div. 2,Jun/03/201917:05,02:00,8724
1148,Codeforces Global Round 3,,Jun/01/201917:35,02:15,8335
1170,Kotlin Heroes: Episode 1,,May/28/201917:35,02:30,4559
1168,Codeforces Round 562 (Div. 1),Div. 1,May/26/201918:35,02:00,759
1169,Codeforces Round 562 (Div. 2),Div. 2,May/26/201918:35,02:00,7659
1171,Kotlin Heroes: Practice 1,,May/22/201917:35,6:00:00,3172
1166,Codeforces Round 561 (Div. 2),Div. 2,May/17/201918:05,02:00,8303
1167,Educational Codeforces Round 65 (Rated for Div. 2),Rated for Div. 2,May/15/201917:35,02:00,7925
1158,Codeforces Round 559 (Div. 1),Div. 1,May/12/201917:35,02:00,802
1159,Codeforces Round 559 (Div. 2),Div. 2,May/12/201917:35,02:00,6158
1163,Codeforces Round 558 (Div. 2),Div. 2,May/09/201918:05,02:00,7523
1161,Codeforces Round 557 (Div. 1) [based on Forethought Future Cup - Final Round],Div. 1,May/04/201920:05,02:00,748
1162,Codeforces Round 557 (Div. 2) [based on Forethought Future Cup - Final Round],Div. 2,May/04/201920:05,02:00,5386
1156,Educational Codeforces Round 64 (Rated for Div. 2),Rated for Div. 2,May/01/201917:35,02:00,9042
1149,Codeforces Round 556 (Div. 1),Div. 1,Apr/29/201917:35,02:00,963
1150,Codeforces Round 556 (Div. 2),Div. 2,Apr/29/201917:35,02:00,7157
1152,Codeforces Round 554 (Div. 2),Div. 2,Apr/24/201917:35,02:00,8395
1155,Educational Codeforces Round 63 (Rated for Div. 2),Rated for Div. 2,Apr/22/201917:35,02:00,8385
1146,Forethought Future Cup - Elimination Round,,Apr/20/201921:05,02:30,5361
1151,Codeforces Round 553 (Div. 2),Div. 2,Apr/18/201918:35,02:00,9047
1153,Codeforces Round 551 (Div. 2),Div. 2,Apr/13/201917:05,02:00,9304
1119,Codeforces Global Round 2,,Apr/06/201914:35,02:00,9087
1145,April Fools Day Contest 2019,,Apr/01/201918:05,02:00,7827
1142,Codeforces Round 549 (Div. 1),Div. 1,Mar/30/201920:10,02:00,734
1143,Codeforces Round 549 (Div. 2),Div. 2,Mar/30/201920:10,02:00,7909
1140,Educational Codeforces Round 62 (Rated for Div. 2),Rated for Div. 2,Mar/22/201918:05,02:00,9540
1139,Codeforces Round 548 (Div. 2),Div. 2,Mar/21/201918:35,02:00,9746
1136,Codeforces Round 546 (Div. 2),Div. 2,Mar/11/201919:35,02:00,7975
1137,Codeforces Round 545 (Div. 1),Div. 1,Mar/08/201912:05,02:30,741
1138,Codeforces Round 545 (Div. 2),Div. 2,Mar/08/201912:05,02:30,6018
1132,Educational Codeforces Round 61 (Rated for Div. 2),Rated for Div. 2,Mar/05/201918:05,02:15,8183
1120,"Codeforces Round 543 (Div. 1, based on Technocup 2019 Final Round)","Div. 1, based on Technocup 2019 Final Round",Mar/03/201918:35,02:00,800
1121,"Codeforces Round 543 (Div. 2, based on Technocup 2019 Final Round)","Div. 2, based on Technocup 2019 Final Round",Mar/03/201918:35,02:00,6886
1112,Technocup 2019 - Final,,Mar/03/201911:30,03:00,703
1116,Microsoft Q# Coding Contest - Winter 2019,,Mar/01/201920:00,3:00:00,5310
1129,Codeforces Round 542 [Alex Lopashev Thanks-Round] (Div. 1),Div. 1,Feb/24/201918:35,02:00,793
1130,Codeforces Round 542 [Alex Lopashev Thanks-Round] (Div. 2),Div. 2,Feb/24/201918:35,02:00,7221
1131,Codeforces Round 541 (Div. 2),Div. 2,Feb/23/201913:20,02:00,8568
1115,Microsoft Q# Coding Contest - Winter 2019 - Warmup,,Feb/22/201920:00,3:00:00,6001
1117,Educational Codeforces Round 60 (Rated for Div. 2),Rated for Div. 2,Feb/18/201918:40,02:00,9902
1109,Codeforces Round 539 (Div. 1),Div. 1,Feb/16/201919:35,02:30,922
1113,Codeforces Round 539 (Div. 2),Div. 2,Feb/16/201919:35,02:30,9434
1114,Codeforces Round 538 (Div. 2),Div. 2,Feb/10/201917:05,02:00,10109
1110,Codeforces Global Round 1,,Feb/07/201916:35,02:00,11769
1111,CodeCraft-19 and Codeforces Round 537 (Div. 2),Div. 2,Feb/03/201918:35,02:00,9708
1106,Codeforces Round 536 (Div. 2),Div. 2,Jan/31/201915:35,02:40,9914
1107,Educational Codeforces Round 59 (Rated for Div. 2),Rated for Div. 2,Jan/26/201918:35,02:00,9418
1103,Codeforces Round 534 (Div. 1),Div. 1,Jan/22/201917:35,02:00,832
1104,Codeforces Round 534 (Div. 2),Div. 2,Jan/22/201917:35,02:00,9279
1105,Codeforces Round 533 (Div. 2),Div. 2,Jan/20/201915:05,02:00,10001
1100,Codeforces Round 532 (Div. 2),Div. 2,Jan/13/201917:35,02:00,9200
1101,Educational Codeforces Round 58 (Rated for Div. 2),Rated for Div. 2,Jan/11/201917:35,02:00,9844
1098,Codeforces Round 530 (Div. 1),Div. 1,Jan/05/201919:35,02:30,862
1099,Codeforces Round 530 (Div. 2),Div. 2,Jan/05/201919:35,02:30,8195
1097,Hello 2019,,Jan/04/201917:45,03:00,11946
1091,Good Bye 2018,,Dec/30/201817:35,02:40,11875
1096,Educational Codeforces Round 57 (Rated for Div. 2),Rated for Div. 2,Dec/28/201817:35,02:00,8921
1086,"Codeforces Round 528 (Div. 1, based on Technocup 2019 Elimination Round 4)","Div. 1, based on Technocup 2019 Elimination Round 4",Dec/23/201816:35,02:00,848
1087,"Codeforces Round 528 (Div. 2, based on Technocup 2019 Elimination Round 4)","Div. 2, based on Technocup 2019 Elimination Round 4",Dec/23/201816:35,02:00,6123
1085,Technocup 2019 - Elimination Round 4,,Dec/23/201816:35,02:00,1748
1081,Avito Cool Challenge 2018,,Dec/16/201817:35,02:30,6333
1093,Educational Codeforces Round 56 (Rated for Div. 2),Rated for Div. 2,Dec/15/201817:35,02:00,7951
1083,Codeforces Round 526 (Div. 1),Div. 1,Dec/10/201819:35,02:00,675
1084,Codeforces Round 526 (Div. 2),Div. 2,Dec/10/201819:35,02:00,6483
1088,Codeforces Round 525 (Div. 2),Div. 2,Dec/04/201817:35,02:00,7865
1082,Educational Codeforces Round 55 (Rated for Div. 2),Rated for Div. 2,Nov/28/201817:35,02:00,7575
1056,Mail.Ru Cup 2018 Round 3,,Nov/25/201819:35,02:30,5614
1080,Codeforces Round 524 (Div. 2),Div. 2,Nov/24/201810:35,02:15,6930
1061,Codeforces Round 523 (Div. 2),Div. 2,Nov/22/201818:45,02:00,7494
1078,"Codeforces Round 522 (Div. 1, based on Technocup 2019 Elimination Round 3)","Div. 1, based on Technocup 2019 Elimination Round 3",Nov/18/201819:05,02:20,773
1079,"Codeforces Round 522 (Div. 2, based on Technocup 2019 Elimination Round 3)","Div. 2, based on Technocup 2019 Elimination Round 3",Nov/18/201819:05,02:20,5159
1032,Technocup 2019 - Elimination Round 3,,Nov/18/201819:05,02:20,2925
1062,Codeforces Round 520 (Div. 2),Div. 2,Nov/14/201818:35,02:00,7801
1076,Educational Codeforces Round 54 (Rated for Div. 2),Rated for Div. 2,Nov/12/201817:35,02:00,7895
1055,Mail.Ru Cup 2018 Round 2,,Nov/10/201817:35,02:30,5569
1044,Lyft Level 5 Challenge 2018 - Final Round,,Nov/04/201821:10,02:00,31
1074,Lyft Level 5 Challenge 2018 - Final Round (Open Div. 1),Open Div. 1,Nov/04/201821:10,02:30,625
1075,Lyft Level 5 Challenge 2018 - Final Round (Open Div. 2),Open Div. 2,Nov/04/201821:10,02:30,4917
1043,Codeforces Round 519 by Botan Investments,,Oct/28/201818:35,02:00,7498
1073,Educational Codeforces Round 53 (Rated for Div. 2),Rated for Div. 2,Oct/25/201817:35,02:00,8514
1067,"Codeforces Round 518 (Div. 1) [Thanks, Mail.Ru!]",Div. 1,Oct/24/201819:35,02:00,731
1068,"Codeforces Round 518 (Div. 2) [Thanks, Mail.Ru!]",Div. 2,Oct/24/201819:35,02:00,7285
1071,"Codeforces Round 517 (Div. 1, based on Technocup 2019 Elimination Round 2)","Div. 1, based on Technocup 2019 Elimination Round 2",Oct/21/201811:10,02:00,693
1072,"Codeforces Round 517 (Div. 2, based on Technocup 2019 Elimination Round 2)","Div. 2, based on Technocup 2019 Elimination Round 2",Oct/21/201811:10,02:00,4868
1031,Technocup 2019 - Elimination Round 2,,Oct/21/201811:10,02:00,2617
1054,Mail.Ru Cup 2018 Round 1,,Oct/18/201819:35,02:30,7128
1063,"Codeforces Round 516 (Div. 1, by Moscow Team Olympiad)","Div. 1, by Moscow Team Olympiad",Oct/14/201813:05,02:00,746
1064,"Codeforces Round 516 (Div. 2, by Moscow Team Olympiad)","Div. 2, by Moscow Team Olympiad",Oct/14/201813:05,02:00,6351
1057,Mail.Ru Cup 2018 - Practice Round,,Oct/12/201812:05,3:00:00,4172
1065,Educational Codeforces Round 52 (Rated for Div. 2),Rated for Div. 2,Oct/11/201817:50,02:00,8742
1033,Lyft Level 5 Challenge 2018 - Elimination Round,,Oct/07/201820:05,02:00,6869
1059,Codeforces Round 514 (Div. 2),Div. 2,Oct/05/201817:35,02:00,8744
1060,"Codeforces Round 513 by Barcelona Bootcamp (rated, Div. 1 + Div. 2)","rated, Div. 1 + Div. 2",Oct/04/201810:05,02:30,6738
1053,"Codeforces Round 512 (Div. 1, based on Technocup 2019 Elimination Round 1)","Div. 1, based on Technocup 2019 Elimination Round 1",Sep/23/201816:05,02:00,797
1058,"Codeforces Round 512 (Div. 2, based on Technocup 2019 Elimination Round 1)","Div. 2, based on Technocup 2019 Elimination Round 1",Sep/23/201816:05,02:00,5870
1030,Technocup 2019 - Elimination Round 1,,Sep/23/201816:05,02:00,2706
1045,"Bubble Cup 11 - Finals [Online Mirror, Div. 1]",,Sep/22/201813:35,05:00,931
1046,"Bubble Cup 11 - Finals [Online Mirror, Div. 2]",,Sep/22/201813:35,05:00,3679
1034,Codeforces Round 511 (Div. 1),Div. 1,Sep/21/201817:35,02:00,844
1047,Codeforces Round 511 (Div. 2),Div. 2,Sep/21/201817:35,02:00,7837
1052,Huawei Honorcup Marathon 1,,Sep/20/201820:00,14:00:00,3820
1051,Educational Codeforces Round 51 (Rated for Div. 2),Rated for Div. 2,Sep/20/201817:45,02:00,9095
1042,Codeforces Round 510 (Div. 2),Div. 2,Sep/17/201811:05,02:00,5891
1041,Codeforces Round 509 (Div. 2),Div. 2,Sep/16/201813:35,02:00,8627
1036,Educational Codeforces Round 50 (Rated for Div. 2),Rated for Div. 2,Sep/07/201817:35,02:00,8848
1038,Codeforces Round 508 (Div. 2),Div. 2,Sep/06/201818:35,02:00,8124
1039,"Codeforces Round 507 (Div. 1, based on Olympiad of Metropolises)","Div. 1, based on Olympiad of Metropolises",Sep/05/201819:35,02:00,692
1040,"Codeforces Round 507 (Div. 2, based on Olympiad of Metropolises)","Div. 2, based on Olympiad of Metropolises",Sep/05/201819:35,02:00,7134
1037,"Manthan, Codefest 18 (rated, Div. 1 + Div. 2)","rated, Div. 1 + Div. 2",Sep/02/201817:35,02:00,8030
1028,"AIM Tech Round 5 (rated, Div. 1 + Div. 2)","rated, Div. 1 + Div. 2",Aug/27/201819:35,02:15,7381
1025,"Codeforces Round 505 (rated, Div. 1 + Div. 2, based on VK Cup 2018 Final)","rated, Div. 1 + Div. 2, based on VK Cup 2018 Final",Aug/19/201816:35,02:15,7821
1027,Educational Codeforces Round 49 (Rated for Div. 2),Rated for Div. 2,Aug/18/201817:35,02:00,8549
1023,"Codeforces Round 504 (rated, Div. 1 + Div. 2, based on VK Cup 2018 Final)","rated, Div. 1 + Div. 2, based on VK Cup 2018 Final",Aug/17/201817:35,02:15,8223
951,VK Cup 2018 - Final,,Aug/12/201810:40,03:00,20
1019,"Codeforces Round 503 (by SIS, Div. 1)","by SIS, Div. 1",Aug/11/201816:35,02:00,901
1020,"Codeforces Round 503 (by SIS, Div. 2)","by SIS, Div. 2",Aug/11/201816:35,02:00,8181
1017,"Codeforces Round 502 (in memory of Leopoldo Taravilse, Div. 1 + Div. 2)","in memory of Leopoldo Taravilse, Div. 1 + Div. 2",Aug/08/201817:05,02:40,9141
1016,Educational Codeforces Round 48 (Rated for Div. 2),Rated for Div. 2,Aug/03/201817:45,02:00,9380
1012,Codeforces Round 500 (Div. 1) [based on EJOI],Div. 1,Jul/30/201811:15,02:30,792
1013,Codeforces Round 500 (Div. 2) [based on EJOI],Div. 2,Jul/30/201811:15,02:30,6380
1010,Codeforces Round 499 (Div. 1),Div. 1,Jul/26/201818:05,02:00,868
1011,Codeforces Round 499 (Div. 2),Div. 2,Jul/26/201818:05,02:00,8111
1014,Codeforces Marathon Round 2,,Jul/24/201815:15,7:00:00,4670
1009,Educational Codeforces Round 47 (Rated for Div. 2),Rated for Div. 2,Jul/14/201817:35,02:00,7394
1007,Codeforces Round 497 (Div. 1),Div. 1,Jul/13/201817:35,02:10,882
1008,Codeforces Round 497 (Div. 2),Div. 2,Jul/13/201817:35,02:10,7611
1002,Microsoft Q# Coding Contest - Summer 2018,,Jul/06/201819:00,3:00:00,4883
1004,Codeforces Round 495 (Div. 2),Div. 2,Jul/05/201819:35,02:00,7894
997,Codeforces Round 493 (Div. 1),Div. 1,Jul/01/201817:05,02:00,812
998,Codeforces Round 493 (Div. 2),Div. 2,Jul/01/201817:05,02:00,6739
1001,Microsoft Q# Coding Contest - Summer 2018 - Warmup,,Jun/29/201819:00,3:00:00,5595
1000,Educational Codeforces Round 46 (Rated for Div. 2),Rated for Div. 2,Jun/27/201817:35,02:00,7691
995,"Codeforces Round 492 (Div. 1) [Thanks, uDebug!]",Div. 1,Jun/24/201819:35,02:00,751
996,"Codeforces Round 492 (Div. 2) [Thanks, uDebug!]",Div. 2,Jun/24/201819:35,02:00,6296
991,Codeforces Round 491 (Div. 2),Div. 2,Jun/23/201818:35,02:00,7446
992,Codeforces Round 489 (Div. 2),Div. 2,Jun/18/201819:35,02:00,6672
993,Codeforces Round 488 by NEAR (Div. 1),Div. 1,Jun/16/201819:35,02:30,747
994,Codeforces Round 488 by NEAR (Div. 2),Div. 2,Jun/16/201819:35,02:30,6050
989,Codeforces Round 487 (Div. 2),Div. 2,Jun/11/201816:35,02:00,7709
990,Educational Codeforces Round 45 (Rated for Div. 2),Rated for Div. 2,Jun/10/201813:05,02:00,7400
986,Codeforces Round 485 (Div. 1),Div. 1,May/29/201818:35,02:10,883
987,Codeforces Round 485 (Div. 2),Div. 2,May/29/201818:35,02:10,7039
981,Avito Code Challenge 2018,,May/27/201817:50,03:00,6211
985,Educational Codeforces Round 44 (Rated for Div. 2),Rated for Div. 2,May/21/201817:45,02:00,7691
982,Codeforces Round 484 (Div. 2),Div. 2,May/17/201819:35,02:00,6493
983,"Codeforces Round 483 (Div. 1) [Thanks, Botan Investments and Victor Shaburov!]",Div. 1,May/15/201817:45,02:00,859
984,"Codeforces Round 483 (Div. 2) [Thanks, Botan Investments and Victor Shaburov!]",Div. 2,May/15/201817:45,02:00,6167
979,Codeforces Round 482 (Div. 2),Div. 2,May/14/201817:35,02:00,7465
980,Codeforces Round 480 (Div. 2),Div. 2,May/08/201818:05,02:00,7181
975,Codeforces Round 478 (Div. 2),Div. 2,May/01/201817:05,02:00,6074
976,Educational Codeforces Round 43 (Rated for Div. 2),Rated for Div. 2,Apr/30/201817:40,02:00,6320
966,"Codeforces Round 477 (rated, Div. 1, based on VK Cup 2018 Round 3)","rated, Div. 1, based on VK Cup 2018 Round 3",Apr/29/201816:15,02:30,800
967,"Codeforces Round 477 (rated, Div. 2, based on VK Cup 2018 Round 3)","rated, Div. 2, based on VK Cup 2018 Round 3",Apr/29/201816:15,02:30,4565
925,VK Cup 2018 - Round 3,,Apr/29/201816:15,02:30,98
965,"Codeforces Round 476 (Div. 2) [Thanks, Telegram!]",Div. 2,Apr/25/201820:35,02:00,5246
927,VK Cup 2018 - Wild-card Round 2,,Apr/19/201818:35,7:00:00,786
963,Tinkoff Internship Warmup Round 2018 and Codeforces Round 475 (Div. 1),Div. 1,Apr/17/201817:05,02:00,800
964,Tinkoff Internship Warmup Round 2018 and Codeforces Round 475 (Div. 2),Div. 2,Apr/17/201817:05,02:00,5172
962,Educational Codeforces Round 42 (Rated for Div. 2),Rated for Div. 2,Apr/10/201817:35,02:00,6413
960,"Divide by Zero 2018 and Codeforces Round 474 (Div. 1 + Div. 2, combined)","Div. 1 + Div. 2, combined",Apr/07/201819:05,02:30,6042
961,Educational Codeforces Round 41 (Rated for Div. 2),Rated for Div. 2,Apr/04/201817:05,02:00,6953
959,Codeforces Round 473 (Div. 2),Div. 2,Apr/03/201819:05,02:00,7347
952,April Fools Contest 2018,,Apr/01/201818:35,02:00,6447
956,"Codeforces Round 472 (rated, Div. 1, based on VK Cup 2018 Round 2)","rated, Div. 1, based on VK Cup 2018 Round 2",Mar/24/201818:35,02:15,604
957,"Codeforces Round 472 (rated, Div. 2, based on VK Cup 2018 Round 2)","rated, Div. 2, based on VK Cup 2018 Round 2",Mar/24/201818:35,02:15,5016
924,VK Cup 2018 - Round 2,,Mar/24/201818:35,02:15,405
955,Codeforces Round 471 (Div. 2),Div. 2,Mar/23/201819:35,02:30,6510
954,Educational Codeforces Round 40 (Rated for Div. 2),Rated for Div. 2,Mar/22/201809:05,03:00,5512
926,VK Cup 2018 - Wild-card Round 1,,Mar/17/201818:35,02:00,473
947,"Codeforces Round 470 (rated, Div. 1, based on VK Cup 2018 Round 1)","rated, Div. 1, based on VK Cup 2018 Round 1",Mar/10/201818:35,02:00,749
948,"Codeforces Round 470 (rated, Div. 2, based on VK Cup 2018 Round 1)","rated, Div. 2, based on VK Cup 2018 Round 1",Mar/10/201818:35,02:00,6139
923,VK Cup 2018 - Round 1,,Mar/10/201818:35,02:00,1093
949,Codeforces Round 469 (Div. 1),Div. 1,Mar/09/201811:10,02:30,865
950,Codeforces Round 469 (Div. 2),Div. 2,Mar/09/201811:10,02:30,5935
946,Educational Codeforces Round 39 (Rated for Div. 2),Rated for Div. 2,Mar/06/201818:05,02:00,5947
930,"Codeforces Round 468 (Div. 1, based on Technocup 2018 Final Round)","Div. 1, based on Technocup 2018 Final Round",Mar/04/201818:35,02:00,813
931,"Codeforces Round 468 (Div. 2, based on Technocup 2018 Final Round)","Div. 2, based on Technocup 2018 Final Round",Mar/04/201818:35,02:00,5630
936,Codeforces Round 467 (Div. 1),Div. 1,Feb/25/201819:05,02:00,880
937,Codeforces Round 467 (Div. 2),Div. 2,Feb/25/201819:05,02:00,6910
940,Codeforces Round 466 (Div. 2),Div. 2,Feb/24/201812:35,02:00,6948
935,Codeforces Round 465 (Div. 2),Div. 2,Feb/19/201819:35,02:00,7639
939,Codeforces Round 464 (Div. 2),Div. 2,Feb/17/201813:05,02:00,5915
938,Educational Codeforces Round 38 (Rated for Div. 2),Rated for Div. 2,Feb/16/201818:05,02:00,7820
932,"ICM Technex 2018 and Codeforces Round 463 (Div. 1 + Div. 2, combined)","Div. 1 + Div. 2, combined",Feb/15/201817:35,02:00,7514
933,Codeforces Round 462 (Div. 1),Div. 1,Feb/14/201815:05,02:00,884
934,Codeforces Round 462 (Div. 2),Div. 2,Feb/14/201815:05,02:00,7394
922,Codeforces Round 461 (Div. 2),Div. 2,Feb/07/201820:15,02:00,7438
920,Educational Codeforces Round 37 (Rated for Div. 2),Rated for Div. 2,Feb/02/201817:35,02:00,7894
921,AIM Tech Mini Marathon 1,,Feb/01/201819:00,03:00,2404
919,Codeforces Round 460 (Div. 2),Div. 2,Jan/31/201816:05,02:00,8454
917,Codeforces Round 459 (Div. 1),Div. 1,Jan/29/201817:35,02:00,784
918,Codeforces Round 459 (Div. 2),Div. 2,Jan/29/201817:35,02:00,7769
914,"Codecraft-18 and Codeforces Round 458 (Div. 1 + Div. 2, combined)","Div. 1 + Div. 2, combined",Jan/20/201818:35,03:00,7774
916,Codeforces Round 457 (Div. 2),Div. 2,Jan/19/201817:35,02:00,8074
915,Educational Codeforces Round 36 (Rated for Div. 2),Rated for Div. 2,Jan/13/201816:05,02:00,7585
913,Hello 2018,,Jan/08/201817:45,02:30,9432
912,Codeforces Round 456 (Div. 2),Div. 2,Jan/05/201817:35,02:00,7243
908,Good Bye 2017,,Dec/29/201718:40,02:30,9733
